ISBN,Popularity_Class
0375502238,tail
0812524268,tail
0812509250,tail
1591824141,tail
3442431875,tail
3442720117,tail
3596259924,tail
0060275103,tail
3596282225,tail
0345391829,tail
0385317093,tail
0425168298,tail
0553106333,tail
0553213423,tail
031286860X,tail
0060951311,tail
0743206061,tail
0553802461,tail
0385507593,tail
0689710895,tail
0140620427,tail
0446604666,tail
0141301074,tail
0385509456,tail
1558746463,tail
0451524667,tail
0451525264,tail
0553263218,tail
0440229499,tail
0786808551,tail
0553801376,tail
0425187012,tail
0786819146,tail
0812555120,tail
0836211499,tail
0836217241,tail
0449223612,tail
0552143774,tail
0590383892,tail
0553278274,tail
0061008095,tail
1401300316,tail
0064401871,tail
0920668364,tail
0140185216,tail
0140620206,tail
0373218443,tail
0689711816,tail
0399151060,tail
0842329137,tail
0425179672,tail
0842332340,tail
087113795X,tail
1558746226,tail
0440204887,tail
0440235162,tail
0312420323,tail
0671727583,tail
0399144463,tail
0553280589,tail
0425186326,tail
0425155722,tail
0385499825,tail
067101420X,tail
0345404319,tail
0517150646,tail
0743448677,tail
0373250150,tail
0380750848,tail
0380750872,tail
0380756277,tail
0452283027,tail
0380756293,tail
0380814714,tail
038079487X,tail
0140070206,tail
037541388X,tail
0345469674,tail
8495501007,tail
0140253602,tail
0440173922,tail
0060560754,tail
0553293257,tail
0671537458,tail
0671739735,tail
8401328942,tail
0440111811,tail
0380814803,tail
0312274920,tail
0380841940,tail
0380802317,tail
0449907481,tail
039480967X,tail
0688174035,tail
0451160533,tail
0345322231,tail
0553583468,tail
0440221315,tail
0553576801,tail
0375706410,tail
0425179613,tail
0446608815,tail
0451166582,tail
0451203771,tail
0670241334,tail
157082262X,tail
0345305183,tail
034540761X,tail
0670869902,tail
0375758992,tail
0671016768,tail
0440204194,tail
0312147015,tail
0671797050,tail
0515133302,tail
0425195449,tail
0394572300,tail
0671729446,tail
014034893X,tail
0671660632,tail
039914840X,tail
087131925X,tail
0440241812,tail
0684871483,tail
0671720414,tail
0061030643,tail
0375502548,tail
0767916069,tail
0399145362,tail
0670825212,tail
0842332286,tail
080411188X,tail
1583224890,tail
0451456688,tail
0609608444,tail
0679419462,tail
0060950536,tail
0380676524,tail
0060183225,tail
0671759329,tail
0399146113,tail
0385421982,tail
0060256737,tail
0375725849,tail
0099245027,tail
0345347951,tail
0373218486,tail
0375406182,tail
0671004107,tail
0767915593,tail
0060931418,tail
0671721755,tail
0842321934,tail
0140287434,tail
1573229571,tail
0553574353,tail
0449219631,tail
0446671002,tail
0385491034,tail
0451204891,tail
0380815575,tail
0836221362,tail
1853260207,tail
0446613436,tail
0375506276,tail
0060562250,tail
0786880007,tail
0380016990,tail
0312199430,tail
034543448X,tail
0553581279,tail
0152021973,tail
0140183167,tail
0440131480,tail
0425188809,tail
0140186484,tail
0425182673,tail
0449213447,tail
0064472795,tail
0060165529,tail
0399147284,tail
006098824X,tail
0670805149,tail
044100069X,tail
0380729342,tail
039914739X,tail
0345367898,tail
0385247443,tail
0873529758,tail
0688149790,tail
0671780751,tail
0380014300,tail
014131088X,tail
0515128600,tail
0671746065,tail
0743418166,tail
0446602620,tail
0451408462,tail
0385482388,tail
0671519751,tail
0553582135,tail
0375504397,tail
039915079X,tail
0451190572,tail
051513628X,tail
0345319672,tail
0451627954,tail
0316358568,tail
0385319673,tail
0812585151,tail
0425191184,tail
0451456734,tail
0812513711,tail
096265342X,tail
0486270610,tail
0425178102,tail
0385313632,tail
0312272189,tail
0020427859,tail
0812532635,tail
0812532597,tail
0553801929,tail
0385333064,tail
0140092323,tail
0140348107,tail
0440166497,tail
038072345X,tail
0060194448,tail
0399134204,tail
0451521285,tail
0345452534,tail
0679882820,tail
0836218353,tail
0385512104,tail
0440200989,tail
0671528203,tail
0671793551,tail
0836220625,tail
0385424736,tail
0671510126,tail
0060936142,tail
0486266907,tail
0552996181,tail
0446530077,tail
0679454446,tail
0679805273,tail
051512608X,tail
0553096060,tail
0312984685,tail
0140262032,tail
0449227421,tail
0515116173,tail
0440236738,tail
0449211991,tail
0778320200,tail
1878448900,tail
0515117234,tail
0449217205,tail
0345260791,tail
0312265840,tail
0345442822,tail
0446611476,tail
081296683X,tail
0141001771,tail
0553297988,tail
8420483508,tail
0140132708,tail
0345447867,tail
0515127221,tail
0440183057,tail
0425119653,tail
0671744208,tail
0671681567,tail
0425175111,tail
0385333862,tail
0061032425,tail
0425157229,tail
0385504470,tail
0425181200,tail
0425162400,tail
0380385880,tail
1580620477,tail
0373073739,tail
0440940605,tail
0380732823,tail
0425165299,tail
0380725703,tail
0373243286,tail
0380750864,tail
0821776037,tail
1576734781,tail
0440221099,tail
0553213695,tail
0671027123,tail
0151002630,tail
0060932139,tail
0060510323,tail
3442448263,tail
3442455707,tail
0451523202,tail
0451167538,tail
3442720303,tail
3518368001,tail
0062513591,tail
0373483716,tail
0373271204,tail
8423325105,tail
014062158X,tail
0140445560,tail
0156236001,tail
0425152499,tail
0345418778,tail
014009430X,tail
0374523789,tail
0373115431,tail
0312924208,tail
0380752999,tail
0140262474,tail
0393312836,tail
0446527289,tail
0743436679,tail
0060195622,tail
0380752948,tail
006009351X,tail
0380756269,tail
0553565060,tail
0451163494,tail
0553578529,tail
0684845067,tail
0671649728,tail
0553212710,tail
0486298035,tail
0553283545,tail
0451202341,tail
0679734775,tail
0553289322,tail
055329315X,tail
0553293168,tail
0553293176,tail
0140043128,tail
0671664271,tail
0060508302,tail
0671689746,tail
0671702505,tail
0399149783,tail
0380718758,tail
0446611638,tail
0671537628,tail
0060830956,tail
0679457313,tail
078600021X,tail
0802130305,tail
0812521463,tail
0064405842,tail
2266061283,tail
0020198817,tail
0449225151,tail
0449147614,tail
0451164938,tail
0743437640,tail
0893754102,tail
0553581716,tail
0553371835,tail
0812511069,tail
0380762560,tail
0520011775,tail
0380790904,tail
0553569473,tail
0380792028,tail
0671739743,tail
0380871556,tail
0312050631,tail
0553580884,tail
0380896931,tail
0060609575,tail
055356871X,tail
225300314X,tail
0553298178,tail
0156453800,tail
0425138232,tail
0385313136,tail
2266102621,tail
0345368932,tail
0758203330,tail
081296666X,tail
2253002828,tail
0765349671,tail
0446357448,tail
0345335511,tail
0373708777,tail
0751523925,tail
3442430879,tail
0886776554,tail
1561380156,tail
0373512449,tail
0807204684,tail
0812534867,tail
1561380229,tail
1582614687,tail
1551669390,tail
0812574745,tail
1883013364,tail
1551667193,tail
067940676X,tail
0451184262,tail
0886775507,tail
0886775795,tail
0886778905,tail
0553802453,tail
0890876789,tail
0385509510,tail
0446608262,tail
1558533729,tail
8251800811,tail
0340750626,tail
0743436830,tail
0671568841,tail
0062545035,tail
067172939X,tail
0316782262,tail
006621288X,tail
0375411151,tail
0061053678,tail
1566911494,tail
0373511892,tail
0553576925,tail
0684856093,tail
0064400581,tail
0064405737,tail
0312988273,tail
0312113420,tail
034542705X,tail
0446601640,tail
092927959X,tail
0394825691,tail
0140139974,tail
0439130204,tail
0440219760,tail
044098761X,tail
0876855575,tail
0441005993,tail
0446612804,tail
0451196716,tail
0451410947,tail
0451450523,tail
1573222259,tail
1551668912,tail
0517118424,tail
0684829746,tail
0373441746,tail
006109918X,tail
006105691X,tail
0061052256,tail
0671516493,tail
2070388905,tail
067151699X,tail
0373226306,tail
0316735027,tail
0061060992,tail
1588991962,tail
0449215946,tail
8423918106,tail
0312969937,tail
0880381736,tail
8423911748,tail
0880382678,tail
088038722X,tail
1563897490,tail
8423309150,tail
2742739351,tail
0060692006,tail
0812522397,tail
1853260452,tail
1569310491,tail
1853260401,tail
0446301582,tail
0812502124,tail
1591820642,tail
1591821533,tail
1591822408,tail
1591822416,tail
0765300176,tail
1591824095,tail
0440220424,tail
8408020471,tail
0312975856,tail
3257218370,tail
0397306938,tail
337901592X,tail
3423110066,tail
0449210820,tail
068986020X,tail
0812550757,tail
2226133895,tail
0373250401,tail
0373250630,tail
0671042475,tail
0061054151,tail
0671042467,tail
0064404994,tail
0064405028,tail
0671042459,tail
0345396936,tail
0671042440,tail
2710300257,tail
0394825713,tail
2290305537,tail
0451092163,tail
0671795724,tail
0670835382,tail
0671024337,tail
0679749535,tail
067103264X,tail
0451402642,tail
0671741454,tail
0451208366,tail
0451198166,tail
0440180570,tail
2277241202,tail
2253072079,tail
0449232921,tail
0812969006,tail
1400060931,tail
0446517011,tail
0770422470,tail
8420482013,tail
0553286587,tail
0679723951,tail
0373484232,tail
1568820879,tail
0380719185,tail
0380757478,tail
0345298748,tail
0380819724,tail
0380899825,tail
0671683063,tail
067084943X,tail
0670891568,tail
0440212359,tail
0345339967,tail
0451191390,tail
1568821484,tail
1559580968,tail
0553287893,tail
0553293370,tail
0007154615,tail
0373764898,tail
0517277956,tail
0553150979,tail
0449910830,tail
0140434259,tail
0140245596,tail
0141439610,tail
0935908463,tail
0060924837,tail
0060924799,tail
1869893069,tail
0373483694,tail
0316341002,tail
0894803697,tail
0671741195,tail
055309999X,tail
0060263954,tail
0671527886,tail
0140099832,tail
229030039X,tail
0345322215,tail
0345307615,tail
0590568795,tail
2290327662,tail
0933635559,tail
0312282702,tail
0553574302,tail
0696207826,tail
0446612510,tail
0330300326,tail
0345308239,tail
2877302202,tail
0739402447,tail
0449227545,tail
0671891529,tail
0670849324,tail
0061053554,tail
0140187405,tail
0425173755,tail
067960085X,tail
0486275574,tail
0446603651,tail
0060085452,tail
0312867875,tail
0345389417,tail
0451138597,tail
0451171926,tail
0765341840,tail
0553264079,tail
0345440137,tail
0446602612,tail
0425161722,tail
0224051709,tail
0671682830,tail
0460878018,tail
0515128546,tail
0395670292,tail
0394740181,tail
042511984X,tail
0525942688,tail
0446521582,tail
0452272319,tail
0425104338,tail
0525939210,tail
0440170796,tail
0316153990,tail
0553289519,tail
0425047075,tail
0312952813,tail
055328990X,tail
0671010093,tail
0553295004,tail
0061054097,tail
0593044797,tail
0751510114,tail
0671522922,tail
0380709597,tail
1551666022,tail
0671718177,tail
0671723650,tail
051511054X,tail
0439042445,tail
0515101222,tail
0451204123,tail
0380791994,tail
0440176484,tail
0440185327,tail
0451072804,tail
1404333045,tail
0425073084,tail
0440205573,tail
067081458X,tail
0064410935,tail
067165361X,tail
0767912241,tail
0879977906,tail
0440224780,tail
3423202327,tail
0743469844,tail
0446603392,tail
0380812967,tail
3423202947,tail
0767901843,tail
2253057843,tail
0446602213,tail
0446607207,tail
0684811073,tail
0446606138,tail
0671873210,tail
2253170577,tail
2290311782,tail
0312283709,tail
0553100017,tail
2277330140,tail
0740728946,tail
0440225922,tail
0140441166,tail
1853262412,tail
0060913983,tail
0060936363,tail
0671729438,tail
0880387300,tail
0316812404,tail
1931686351,tail
0425195457,tail
0345412214,tail
0307001164,tail
0066211611,tail
0553263978,tail
0375500200,tail
0425121631,tail
0446356611,tail
0671042602,tail
0671503030,tail
0449212394,tail
0446611921,tail
0451201574,tail
0449223833,tail
048641583X,tail
0880299010,tail
0553268066,tail
0671685635,tail
0440237262,tail
093194810X,tail
0812971043,tail
0312205406,tail
0515094773,tail
0446350109,tail
0590568760,tail
034537472X,tail
8466300554,tail
8495501171,tail
0399146504,tail
0425155129,tail
1400060052,tail
0330262130,tail
039480029X,tail
0394716787,tail
0393300234,tail
0553571656,tail
0321130073,tail
0812561627,tail
0385501412,tail
0812695313,tail
0380753006,tail
0345434110,tail
0770422462,tail
0670910236,tail
0380728729,tail
0739307320,tail
0903505460,tail
0812521374,tail
0451525795,tail
0375758232,tail
0590427717,tail
1565041992,tail
157322930X,tail
0671000306,tail
0140622160,tail
0345432401,tail
0743407059,tail
0743437314,tail
0670031046,tail
0316926086,tail
0140167188,tail
8408043641,tail
0140442731,tail
0312156960,tail
8420482684,tail
0449702545,tail
0875961517,tail
8423331962,tail
0684850303,tail
0553801163,tail
0312966202,tail
0812885066,tail
8472230082,tail
0380752867,tail
0028613228,tail
0375503854,tail
0446514594,tail
0765305224,tail
0765300265,tail
0451167783,tail
0670825379,tail
0553273299,tail
0836213122,tail
0679732497,tail
0786831073,tail
2020306492,tail
2234054036,tail
0380804557,tail
0679755330,tail
0590494503,tail
0028603958,tail
8408028480,tail
076455168X,tail
0553110004,tail
0060083948,tail
0761112561,tail
0740729314,tail
0140042393,tail
0684196387,tail
068487217X,tail
1883013143,tail
0449206440,tail
0764222244,tail
0894717561,tail
076422249X,tail
0786868015,tail
1562926160,tail
0804106436,tail
1573228737,tail
0842329145,tail
0842329153,tail
0874777984,tail
0446400025,tail
0380727544,tail
0553270672,tail
0385297661,tail
1878424424,tail
1551666901,tail
0061032077,tail
0312959893,tail
0312964293,tail
0380811898,tail
0553272098,tail
0764222392,tail
0028630092,tail
0831700203,tail
0425092917,tail
0743201116,tail
3518367749,tail
0812589041,tail
077109860X,tail
3257229909,tail
0440539811,tail
0312926294,tail
0312871996,tail
0262560038,tail
185326086X,tail
1853260436,tail
0786014245,tail
0590476769,tail
0786861592,tail
0373218478,tail
0575056991,tail
0375506128,tail
1551669455,tail
3404161696,tail
1582343047,tail
0060507845,tail
0515118559,tail
0861404211,tail
0451159535,tail
0452281032,tail
0451524551,tail
0312989377,tail
0152017178,tail
0671683780,tail
3426610361,tail
0515103454,tail
1591820065,tail
078688942X,tail
0671700294,tail
1875989218,tail
1551664313,tail
0805051309,tail
0380775492,tail
0373250371,tail
0446610550,tail
0373250436,tail
0373250495,tail
0345453816,tail
0373250649,tail
0385335210,tail
0758205686,tail
0786890371,tail
2742722629,tail
0553110942,tail
0312929293,tail
0312925883,tail
2253023906,tail
0671878646,tail
0060531231,tail
0380798867,tail
0330316338,tail
0380805871,tail
0765191121,tail
0671026828,tail
0373244487,tail
014200023X,tail
0141001844,tail
0553569902,tail
0446357383,tail
0553299476,tail
